iter	Passed	Remaining
433	1537	2005
434	1541	2001
435	1547	2001
436	1550	1997
437	1553	1993
438	1556	1989
439	1559	1985
440	1562	1980
441	1565	1976
442	1568	1972
443	1571	1968
444	1574	1963
445	1577	1959
446	1580	1955
447	1583	1951
448	1586	1946
449	1589	1942
450	1592	1938
451	1595	1934
452	1598	1930
453	1601	1926
454	1604	1921
455	1607	1917
456	1610	1913
457	1613	1909
458	1616	1905
459	1619	1901
460	1622	1897
461	1625	1892
462	1628	1888
463	1631	1884
464	1634	1880
465	1651	1892
466	1654	1887
467	1656	1883
468	1659	1879
469	1662	1875
470	1665	1870
471	1668	1866
472	1671	1862
473	1674	1857
474	1676	1853
475	1679	1849
476	1682	1844
477	1685	1840
478	1688	1836
479	1691	1831
480	1694	1828
481	1697	1824
482	1700	1820
483	1703	1816
484	1706	1811
485	1709	1807
486	1712	1803
487	1715	1800
488	1719	1796
489	1722	1792
490	1725	1788
491	1728	1784
492	1730	1780
493	1734	1776
494	1737	1772
495	1740	1768
496	1743	1764
497	1746	1760
498	1749	1756
499	1752	1752
500	1755	1748
501	1758	1744
502	1761	1740
503	1764	1736
504	1767	1732
505	1770	1728
506	1773	1724
507	1776	1720
508	1779	1716
509	1782	1712
510	1785	1708
511	1788	1704
512	1791	1700
513	1794	1697
514	1797	1693
515	1800	1689
516	1803	1685
517	1807	1681
518	1810	1677
519	1813	1674
520	1816	1670
521	1819	1666
522	1823	1662
523	1826	1658
524	1829	1654
525	1832	1651
526	1835	1647
527	1838	1643
528	1840	1639
529	1843	1635
530	1846	1631
531	1849	1627
532	1852	1623
533	1855	1619
534	1871	1626
535	1874	1622
536	1877	1618
537	1880	1614
538	1882	1610
539	1886	1606
540	1888	1602
541	1892	1598
542	1895	1594
543	1898	1590
544	1900	1586
545	1903	1582
546	1906	1578
547	1909	1574
548	1912	1570
549	1915	1566
550	1918	1563
551	1921	1559
552	1924	1555
553	1927	1551
554	1930	1547
555	1933	1543
556	1936	1539
557	1939	1536
558	1942	1532
559	1945	1528
560	1948	1524
561	1951	1521
562	1954	1517
563	1957	1513
564	1960	1509
565	1963	1505
566	1967	1502
567	1970	1498
568	1973	1494
569	1976	1490
570	1978	1486
571	1982	1483
572	1985	1479
573	1988	1475
574	1991	1472
575	1994	1468
576	1997	1464
577	2000	1460
578	2003	1457
579	2023	1465
580	2026	1461
581	2029	1457
582	2032	1453
583	2034	1449
584	2037	1445
585	2040	1441
586	2042	1437
587	2045	1433
588	2048	1429
589	2051	1425
590	2054	1421
591	2057	1417
592	2059	1413
593	2062	1409
594	2065	1405
595	2068	1402
596	2071	1398
597	2074	1394
598	2077	1390
599	2080	1386
600	2083	1383
601	2086	1379
602	2089	1375
603	2091	1371
604	2094	1367
605	2097	1363
606	2100	1359
607	2103	1356
608	2106	1352
609	2109	1348
610	2112	1344
611	2115	1341
612	2118	1337
613	2121	1333
614	2124	1329
615	2127	1326
616	2130	1322
617	2133	1318
618	2135	1314
619	2138	1310
620	2141	1307
621	2144	1303
622	2147	1299
623	2150	1295
624	2153	1292
625	2156	1288
626	2159	1284
627	2162	1281
628	2165	1277
629	2168	1273
630	2171	1269
631	2174	1266
632	2177	1262
633	2181	1259
634	2184	1255
635	2187	1251
636	2189	1247
637	2192	1244
638	2195	1240
639	2198	1236
640	2201	1233
641	2204	1229
642	2207	1225
643	2210	1222
644	2214	1218
645	2217	1215
646	2220	1211
647	2223	1207
648	2226	1203
649	2228	1200
650	2231	1196
651	2234	1192
652	2238	1189
653	2241	1185
654	2244	1182
655	2247	1178
656	2250	1174
657	2253	1171
658	2256	1167
659	2259	1164
660	2262	1160
661	2265	1156
662	2268	1152
663	2271	1149
664	2274	1145
665	2276	1141
666	2280	1138
667	2283	1134
668	2286	1131
669	2289	1127
670	2292	1123
671	2295	1120
672	2298	1116
673	2301	1113
674	2304	1109
675	2307	1106
676	2310	1102
677	2313	1098
678	2316	1095
679	2319	1091
680	2322	1087
681	2325	1084
682	2328	1080
683	2331	1076
684	2333	1073
685	2336	1069
686	2339	1066
687	2343	1062
688	2346	1059
689	2349	1055
690	2352	1051
691	2355	1048
692	2358	1044
693	2361	1041
694	2364	1037
695	2366	1033
696	2370	1030
697	2373	1026
698	2376	1023
699	2379	1019
700	2382	1016
701	2386	1012
702	2389	1009
703	2392	1006
704	2395	1002
705	2399	999
706	2402	995
707	2405	992
708	2408	988
709	2411	984
710	2414	981
711	2417	977
712	2420	974
713	2423	970
714	2426	967
715	2428	963
716	2432	959
717	2435	956
718	2438	952
719	2441	949
720	2444	945
721	2447	942
722	2450	938
723	2453	935
724	2456	931
725	2459	928
726	2462	924
727	2464	920
728	2468	917
729	2471	914
730	2474	910
731	2477	906
732	2479	903
733	2482	899
734	2485	896
735	2488	892
736	2491	889
737	2494	885
738	2497	881
739	2500	878
740	2503	875
741	2506	871
742	2509	868
743	2512	864
744	2515	861
745	2518	857
746	2521	853
747	2524	850
748	2527	846
749	2530	843
750	2532	839
751	2536	836
752	2539	832
753	2542	829
754	2545	825
755	2547	822
756	2551	818
757	2553	815
758	2556	811
759	2559	808
760	2563	804
761	2566	801
762	2568	797
763	2571	794
764	2574	790
765	2577	787
766	2580	783
767	2583	780
768	2598	780
769	2605	778
770	2610	775
771	2615	772
772	2619	769
773	2623	766
774	2626	762
775	2630	759
776	2633	755
777	2636	752
778	2639	748
779	2642	745
780	2644	741
781	2647	738
782	2650	734
783	2652	730
784	2655	727
785	2658	723
786	2661	720
787	2664	716
788	2667	713
789	2670	709
790	2673	706
791	2676	702
792	2679	699
793	2682	695
794	2685	692
795	2688	688
796	2690	685
797	2694	681
798	2696	678
799	2700	675
800	2703	671
801	2705	668
802	2708	664
803	2711	661
804	2714	657
805	2717	654
806	2720	650
807	2724	647
808	2727	643
809	2730	640
810	2733	636
811	2736	633
812	2739	630
813	2741	626
814	2744	623
815	2747	619
816	2750	616
817	2753	612
818	2756	609
819	2759	605
820	2762	602
821	2765	598
822	2768	595
823	2770	591
824	2773	588
825	2776	584
826	2779	581
827	2782	578
828	2785	574
829	2788	571
830	2791	567
831	2794	564
832	2797	560
833	2800	557
834	2803	553
835	2805	550
836	2808	546
837	2811	543
838	2814	540
839	2817	536
840	2820	533
841	2823	529
842	2826	526
843	2830	523
844	2833	519
845	2836	516
846	2838	512
847	2841	509
848	2844	505
849	2847	502
850	2850	499
851	2853	495
852	2856	492
853	2859	488
854	2862	485
855	2865	482
856	2868	478
857	2871	475
858	2874	471
859	2877	468
860	2880	465
861	2884	461
862	2887	458
863	2890	455
864	2893	451
865	2896	448
866	2899	444
867	2902	441
868	2904	437
869	2907	434
870	2910	431
871	2913	427
872	2916	424
873	2919	420
874	2922	417
875	2925	414
876	2928	410
877	2931	407
878	2934	403
879	2937	400
880	2940	397
881	2943	393
882	2946	390
883	2950	387
884	2954	383
885	2957	380
886	2960	377
887	2963	373
888	2966	370
889	2969	367
890	2973	363
891	2976	360
892	2980	357
893	2983	353
894	2986	350
895	2990	347
896	2993	343
897	2996	340
898	2999	336
899	3002	333
900	3006	330
901	3009	326
902	3013	323
903	3016	320
904	3019	317
905	3023	313
906	3026	310
907	3029	306
908	3032	303
909	3036	300
910	3039	296
911	3042	293
912	3045	290
913	3049	286
914	3052	283
915	3055	280
916	3059	276
917	3062	273
918	3065	270
919	3069	266
920	3072	263
921	3075	260
922	3078	256
923	3083	253
924	3086	250
925	3089	246
926	3092	243
927	3095	240
928	3099	236
929	3102	233
930	3105	230
931	3108	226
932	3111	223
933	3115	220
934	3118	216
935	3121	213
936	3125	210
937	3128	206
938	3131	203
939	3134	200
940	3137	196
941	3140	193
942	3159	190
943	3163	187
944	3166	184
945	3170	180
946	3173	177
947	3176	174
948	3190	171
949	3193	168
950	3196	164
951	3200	161
952	3203	157
953	3221	155
954	3225	151
955	3228	148
956	3236	145
957	3240	142
958	3244	138
959	3247	135
960	3250	131
961	3253	128
962	3256	125
963	3268	122
964	3271	118
965	3275	115
966	3279	111
967	3282	108
968	3286	105
969	3289	101
970	3292	98
971	3295	94
972	3298	91
973	3301	88
974	3304	84
975	3307	81
976	3311	77
977	3314	74
978	3317	71
979	3321	67
980	3324	64
981	3327	60
982	3330	57
983	3344	54
984	3347	50
985	3350	47
986	3353	44
987	3356	40
988	3359	37
989	3362	33
990	3365	30
991	3368	27
992	3371	23
993	3374	20
994	3378	16
995	3381	13
996	3384	10
997	3387	6
998	3390	3
999	3393	0
