iter	Logloss
231	0.1156855305
232	0.1155800082
233	0.1154434633
234	0.1152832787
235	0.1151873666
236	0.1150676081
237	0.1148766103
238	0.1147879547
239	0.1147011572
240	0.1145567268
241	0.1145106437
242	0.1143518098
243	0.1141472372
244	0.1140515369
245	0.1139656033
246	0.1138448577
247	0.1137168651
248	0.1136207068
249	0.113523736
250	0.1134112092
251	0.1132826129
252	0.1131531439
253	0.1130491783
254	0.1128803379
255	0.1125971147
256	0.1123892579
257	0.1122769185
258	0.1121115167
259	0.1120265487
260	0.1119696254
261	0.1118649229
262	0.1117313778
263	0.1115999231
264	0.1114971785
265	0.1114103071
266	0.1113330245
267	0.1111967817
268	0.1110805904
269	0.1109645308
270	0.1108341747
271	0.1107550025
272	0.1106278054
273	0.1104851279
274	0.1103835039
275	0.110274496
276	0.1101689411
277	0.1100544415
278	0.1098937663
279	0.1097642802
280	0.1095737138
281	0.1094419111
282	0.1092754557
283	0.1091313852
284	0.108969508
285	0.1088868827
286	0.1088087087
287	0.1087388927
288	0.1086424882
289	0.1085173971
290	0.1084111627
291	0.108255268
292	0.1081669094
293	0.107998128
294	0.1079088993
295	0.107818788
296	0.1076858723
297	0.1075676894
298	0.1073743948
299	0.1072592576
300	0.1070805701
301	0.1069596217
302	0.1068814523
303	0.1067485789
304	0.1066144688
305	0.106461124
306	0.106314785
307	0.1061676558
308	0.1060814758
309	0.1060024768
310	0.1059181894
311	0.1058513218
312	0.1057913731
313	0.1056706026
314	0.1055640557
315	0.1054492328
316	0.1053000508
317	0.1051575296
318	0.1049947107
319	0.104914537
320	0.1047625434
321	0.1046993283
322	0.1046114895
323	0.1045075566
324	0.1044203797
325	0.104279097
326	0.104124553
327	0.1039792941
328	0.1039265134
329	0.1038392678
330	0.1038024858
331	0.1037504029
332	0.1036409903
333	0.1035546527
334	0.1034100609
335	0.1032113592
336	0.103107833
337	0.1030257053
338	0.1029252321
339	0.1028471617
340	0.1027694488
341	0.1027256409
342	0.1026680646
343	0.1025055045
344	0.1023757073
345	0.1022504786
346	0.1021767162
347	0.1020710656
348	0.1019969707
349	0.1018095145
350	0.1017506628
351	0.1016282026
352	0.1015316963
353	0.1014520673
354	0.1013927097
355	0.1012290635
356	0.1011110894
357	0.100967316
358	0.1008710328
359	0.1008296945
360	0.1007376711
361	0.1005816791
362	0.1004371712
363	0.1003274146
364	0.1001352453
365	0.1000054061
366	0.09993714701
367	0.09984565125
368	0.09977413618
369	0.09967312485
370	0.09959075363
371	0.09950234564
372	0.09936062278
373	0.09930730834
374	0.09917171583
375	0.0990720031
376	0.09898408858
377	0.0988767879
378	0.0987691112
379	0.09866735082
380	0.09856897658
381	0.09837380485
382	0.0982614592
383	0.09820483644
384	0.0981096935
385	0.09800979152
386	0.09794823646
387	0.09783969172
388	0.09770337771
389	0.09757380627
390	0.09742313291
391	0.09734174405
392	0.09720501435
393	0.0971595583
394	0.09703797674
395	0.09690933253
396	0.09677800933
397	0.09667004499
398	0.09661955168
399	0.09651460081
400	0.09649418049
401	0.09634033599
402	0.09622279696
403	0.0961548905
404	0.09605081875
405	0.09596069601
406	0.09584172822
407	0.09576057492
408	0.09568156164
409	0.09557990385
410	0.09552029086
411	0.0954623257
412	0.09536096779
413	0.09526420172
414	0.09513215304
415	0.09500309712
416	0.09498726258
417	0.09489596368
418	0.09479520149
419	0.09465802825
420	0.0945209158
421	0.09445557111
422	0.0944005621
423	0.0942755712
424	0.09415518468
425	0.09406657713
426	0.09400407673
427	0.09390174188
428	0.09382166567
429	0.0937027388
430	0.0936017104
431	0.09349098604
432	0.09343740747
433	0.09330063572
434	0.09319506842
435	0.09309460799
436	0.09299474298
437	0.09286076163
438	0.09279927456
439	0.09270354978
440	0.09262904459
441	0.09250079039
442	0.0923661416
443	0.0923328444
444	0.09221199339
445	0.09213734478
446	0.09200276411
447	0.09192962716
448	0.09186883308
449	0.09180355652
450	0.0917476047
451	0.09165478773
452	0.09157554713
453	0.0914381933
454	0.09139949705
455	0.09130303992
456	0.09120790207
457	0.09109999592
458	0.09100183114
459	0.09093052025
460	0.09083911612
461	0.09081047884
462	0.09075161755
463	0.09069688871
464	0.09061021031
465	0.09053073197
466	0.09047491356
467	0.0903921401
468	0.09031534465
469	0.09025037696
470	0.09019610328
471	0.09012038461
472	0.09002449872
473	0.08993682127
474	0.08987558646
475	0.08977159628
476	0.0896704054
477	0.08955287872
478	0.08943273486
479	0.08935443127
480	0.08928823143
481	0.08923896373
482	0.08917122314
483	0.08907750377
484	0.08897767671
485	0.08891506928
486	0.08886514502
487	0.08880263041
488	0.08871674684
489	0.08861503091
490	0.08853218363
491	0.08844468523
492	0.0883505883
493	0.08830091074
494	0.0881908991
495	0.08809633784
496	0.08806008042
497	0.08800876184
498	0.08790739014
499	0.08782767027
500	0.08774143474
501	0.08766179197
502	0.08759995838
503	0.08746482067
504	0.08735932762
505	0.08729982114
506	0.08723908789
507	0.08716205082
508	0.08704775544
509	0.0869710157
510	0.08688477421
511	0.0868145887
512	0.0867489095
513	0.08667921388
514	0.08663094735
515	0.08652682705
516	0.08641587168
517	0.08636357702
518	0.08628857033
519	0.08625303105
520	0.08615603102
521	0.08611215517
522	0.08606062308
523	0.08601283825
524	0.08596361117
525	0.08592564045
526	0.0858310916
527	0.08574447254
528	0.08563929535
529	0.08562098481
530	0.08550885592
531	0.08544699111
532	0.08536077431
533	0.08529226105
534	0.08522911347
535	0.08515899117
536	0.08503450672
537	0.08494560338
538	0.08489139445
539	0.08477810184
540	0.08472792432
541	0.0846547502
542	0.08460607067
543	0.08457326891
544	0.08452214443
545	0.08442723793
546	0.0843928886
547	0.08431215633
548	0.08428823735
549	0.08419434359
550	0.08411758514
551	0.08402522762
552	0.08393163838
553	0.08391286247
554	0.08388420164
555	0.0837687423
556	0.08368014733
557	0.08357258185
558	0.08351482126
559	0.08347332224
560	0.08339994387
561	0.08332722792
562	0.08327612803
563	0.08320949554
564	0.08315565926
565	0.08307179463
566	0.0829992631
567	0.08293495301
568	0.08281940095
569	0.08279925681
570	0.08276943229
571	0.0826930208
572	0.08262264972
573	0.08251647565
574	0.08245423203
575	0.08237002684
576	0.08228429291
577	0.08218637643
578	0.08213029349
579	0.08207235342
580	0.08198990025
581	0.08192137996
582	0.08186772955
583	0.08181484064
584	0.08169813098
585	0.08160035705
586	0.08152192117
587	0.0814238193
588	0.08136922035
589	0.08127340881
590	0.08119429833
591	0.08116334102
592	0.08107535379
593	0.08103062841
594	0.08095500799
595	0.08086351716
596	0.08081668203
597	0.0807742917
598	0.08069173319
599	0.08058545405
600	0.08047718158
601	0.08038396356
602	0.08032247665
603	0.08027163521
604	0.08024343788
605	0.08019047474
606	0.08008082812
607	0.08001377581
608	0.07997751378
609	0.0799164477
610	0.07985419288
611	0.07976330865
612	0.07970739776
613	0.07962990908
614	0.07957489074
615	0.07952448412
616	0.07948213092
617	0.07942677838
618	0.07936314308
619	0.07926041697
620	0.07920661191
621	0.07913167221
622	0.07905345302
623	0.07901242452
624	0.07894912988
625	0.07887880192
626	0.07877754891
627	0.07872234992
628	0.07865282187
629	0.07860576417
630	0.07853268286
631	0.07845511993
632	0.07843030963
633	0.07835426828
634	0.07830006704
635	0.07821926675
636	0.07819532909
637	0.07810208627
638	0.07799552242
639	0.07792874272
640	0.07783940472
641	0.07772684253
642	0.07766537409
643	0.07755870491
644	0.07751896363
645	0.07741433105
646	0.0773743349
647	0.07733478592
648	0.07729497692
649	0.07722044721
650	0.07720372733
651	0.07718398662
652	0.0770971756
653	0.07703197927
654	0.07698520621
655	0.07693335728
656	0.07691776419
657	0.07682273739
658	0.07680407885
659	0.07675223618
660	0.07669636959
661	0.07665485206
662	0.07655532628
663	0.07653024364
664	0.07648561871
665	0.07644211277
666	0.07636971241
667	0.07626241183
668	0.07619876439
669	0.07615597791
670	0.07605627887
671	0.07599510632
672	0.07594053983
673	0.0758017189
674	0.07570679248
675	0.07564620282
676	0.07557122745
677	0.07549040845
678	0.07541904188
679	0.07538392497
680	0.07530058664
681	0.07526332176
682	0.07523463019
683	0.07519962473
684	0.07508745251
685	0.07503456972
686	0.07495000556
687	0.07490727978
688	0.07486656701
689	0.07479601752
690	0.07470453887
691	0.07457579557
692	0.07452785863
693	0.07448366692
694	0.07441527167
695	0.07438118728
696	0.07436943832
697	0.07429848653
698	0.07427344107
699	0.0742307969
700	0.07415405837
701	0.07402944898
702	0.07397826855
703	0.07394988036
704	0.0739362619
705	0.0738135354
706	0.07374756035
707	0.07369624253
708	0.07361232861
709	0.0735410549
710	0.0734945492
711	0.07343777911
712	0.07339328909
713	0.07332710979
714	0.07328529996
715	0.07324739134
716	0.07317639595
717	0.07311469841
718	0.07310844633
719	0.07305899283
720	0.07300263022
721	0.07291188218
722	0.07282711378
723	0.07279403347
724	0.07273421767
725	0.07267328775
726	0.07263348491
727	0.07258510231
728	0.07249835315
729	0.07246021556
730	0.07242313014
731	0.07238046746
732	0.07232978838
733	0.07228244589
734	0.07222134264
735	0.07210375907
736	0.07209281484
737	0.07202710613
738	0.07201423053
739	0.07191631422
740	0.07187060598
741	0.07179733893
742	0.0717031987
743	0.07164567933
744	0.07154084867
745	0.07151416281
746	0.07136367345
747	0.07133228303
748	0.07129330348
749	0.07126052029
750	0.07122187498
751	0.07115013694
752	0.07113087939
753	0.07101555627
754	0.0709763775
755	0.07094610134
756	0.07088449655
757	0.07082403089
758	0.0707881031
759	0.07075137677
760	0.07064158155
761	0.07060194573
762	0.07056455706
763	0.07049847691
764	0.07046712968
765	0.07043682129
766	0.07037946926
767	0.0703112473
768	0.07027959053
769	0.07019118241
770	0.07015409083
771	0.0701026381
772	0.07001798735
773	0.06998363805
774	0.0698920111
775	0.06982344865
776	0.06975965268
777	0.06971905759
778	0.06966285067
779	0.06957610135
780	0.06947745343
781	0.06942183465
782	0.06932895112
783	0.06924643615
784	0.06921319486
785	0.06918428659
786	0.06907234954
787	0.06899574615
788	0.06893495853
789	0.06891786752
790	0.06887125538
791	0.06883389769
792	0.06879202722
793	0.06875088107
794	0.06871247724
795	0.06866183533
796	0.06857725283
797	0.06854934115
798	0.06851226821
799	0.06847072475
800	0.06840432887
801	0.06837428793
802	0.06830199793
803	0.06822636633
804	0.06820109806
805	0.06817629398
806	0.06808178856
807	0.06805069527
808	0.06797603546
809	0.06790187716
810	0.0678574812
811	0.0677914568
812	0.06770486848
813	0.06765530376
814	0.06756689564
815	0.0674951329
816	0.06744579708
817	0.06738239105
818	0.06732345444
819	0.06724711716
820	0.06717105222
821	0.06707850293
822	0.06702701915
823	0.06699432266
824	0.06688769176
825	0.06684432956
826	0.06680520038
827	0.06673948648
828	0.06670688911
829	0.06667999777
830	0.06666745028
831	0.06658582036
832	0.06651605709
833	0.06646526045
834	0.06638182304
835	0.06634927509
836	0.06633417724
837	0.06630018082
838	0.06624877758
839	0.06621781427
840	0.06618662812
841	0.06616404635
842	0.06611752091
843	0.06609077311
844	0.06601403361
845	0.06592856077
846	0.06590332833
847	0.06583554591
848	0.06579273464
849	0.0657390658
850	0.06568113814
851	0.06563871053
852	0.06556808679
853	0.06553326704
854	0.06547164385
855	0.06540073539
856	0.06531406671
857	0.06529149113
858	0.06525171301
859	0.06522307721
860	0.06515504096
861	0.06507549095
862	0.06499234448
863	0.06491836556
864	0.06488234488
865	0.06482768561
866	0.06478272008
867	0.06474419242
868	0.06467775939
869	0.06464231443
870	0.06456202785
871	0.06454037953
872	0.06452027487
873	0.0644572279
874	0.06438103815
875	0.06433573843
876	0.06427290809
877	0.06425415081
878	0.06420979815
879	0.06417815399
880	0.06416689402
881	0.06414148445
882	0.06408120951
883	0.06407376273
884	0.06404324515
885	0.06400334942
886	0.06393089957
887	0.06384535131
888	0.06381337901
889	0.06375318575
890	0.06366893127
891	0.06360449158
892	0.06355843662
893	0.06347751972
894	0.06340445086
895	0.06334797167
896	0.06329309571
897	0.06326153199
898	0.063226737
899	0.06316902594
900	0.06314360789
901	0.06309368411
902	0.06303180709
903	0.06298787542
904	0.06291959154
905	0.06285271901
906	0.06279814021
907	0.06269374904
908	0.06265008353
909	0.06256628692
910	0.06250273852
911	0.06244599934
912	0.06241509172
913	0.06238763202
914	0.06234678304
915	0.06230911577
916	0.06224423651
917	0.0622203795
918	0.06219852817
919	0.06217861309
920	0.06216454282
921	0.06210592183
922	0.06200704608
923	0.06196664895
924	0.06194175208
925	0.06190883897
926	0.06188444338
927	0.0618305455
928	0.06178387156
929	0.06174249641
930	0.06169078362
931	0.06166666669
932	0.06160696239
933	0.06156603916
934	0.06149373774
935	0.06147120543
936	0.06141384723
937	0.06138690758
938	0.06133141872
939	0.06130166879
940	0.0612496465
941	0.06122015646
942	0.06116468005
943	0.06109869275
944	0.06101415968
945	0.06096276882
946	0.0609370053
947	0.06088792953
948	0.06083840189
949	0.06077411689
950	0.06070377167
951	0.06064507526
952	0.0606118081
953	0.06057817071
954	0.0605155075
955	0.06045861357
956	0.0604002154
957	0.06033785555
958	0.06027052495
959	0.06022254487
960	0.06018784277
961	0.06013694087
962	0.06005832561
963	0.06003764422
964	0.06001345923
965	0.05995884325
966	0.05992851131
967	0.05984770473
968	0.05978972133
969	0.05974208175
970	0.05969464635
971	0.05961783865
972	0.05956338981
973	0.05952120994
974	0.059427664
975	0.05939764783
976	0.05932369374
977	0.05924876785
978	0.05922439093
979	0.05919418899
980	0.05913766647
981	0.05909153726
982	0.05903238385
983	0.05900017013
984	0.0589652575
985	0.05893071627
986	0.05890331854
987	0.05882211582
988	0.05879479237
989	0.05875364017
990	0.05872604425
991	0.05865948749
992	0.05860899421
993	0.05857287445
994	0.05851877845
995	0.05848418158
996	0.05842906433
997	0.05841769917
998	0.05838152377
999	0.05836348559
